respondent_id,model,segment_id,segment_name,S3,Q0a,Q0b,Q1,Q2,Q3,Q5_cost,Q5_hoa,Q5_permit,Q5_space,Q5_financing,Q5_quality,Q5_resale,Q6,Q7,Q9a,Q9b,Q10a,Q10b,Q11a,Q11b,Q12a,Q12b,Q13a,Q13b,Q14,Q15,Q16,Q17,Q18,Q19,Q21,Q22,Q23,Q24,Q25,Q26,Q30,Q20_1,Q20_2,generation_timestamp,raw_json
S5_GPT-4.1-mini_4,GPT-4.1-mini,5,Budget-Conscious DIYer,Yes,I'm aware it's possible but haven't seriously considered it,2,1,3,General storage / premium speed shed,3,4,4,5,4,3,2,"The total cost (~$23,000)",4,3,2,3,1,4,3,2,2,5,3,Concept 5: Message-First,5,4,3,Permit-light positioning,3,35-44,"$50,000-$74,999",I work on-site / in-person full-time,I'm not sure,A few times a year,No,3,Google / Search ads,"Social media ads (Facebook, Instagram)",2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""I'm aware it's possible but haven't seriously considered it"", ""Q0b"": 2, ""Q1"": 1, ""Q2"": 3, ""Q5_cost"": 3, ""Q5_hoa"": 4, ""Q5_permit"": 4, ""Q5_space"": 5, ""Q5_financing"": 4, ""Q5_quality"": 3, ""Q5_resale"": 2, ""Q7"": 4, ""Q9a"": 3, ""Q9b"": 2, ""Q10a"": 3, ""Q10b"": 1, ""Q11a"": 4, ""Q11b"": 3, ""Q12a"": 2, ""Q12b"": 2, ""Q13a"": 5, ""Q13b"": 3, ""Q15"": 5, ""Q16"": 4, ""Q17"": 3, ""Q19"": 3, ""Q3"": ""General storage / premium speed shed"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 5: Message-First"", ""Q18"": ""Permit-light positioning"", ""Q21"": ""35-44"", ""Q22"": ""$50,000-$74,999"", ""Q23"": ""I work on-site / in-person full-time"", ""Q24"": ""I'm not sure"", ""Q25"": ""A few times a year"", ""Q26"": ""No"", ""Q30"": 3}"
S5_GPT-4.1-mini_5,GPT-4.1-mini,5,Budget-Conscious DIYer,Yes,I'm aware it's possible but haven't seriously considered it,3,3,2,Children's playroom,4,2,3,2,3,3,3,"The total cost (~$23,000)",4,2,3,4,4,1,1,2,3,5,4,Concept 5: Message-First,5,4,4,Installation speed,1,25-34,"$50,000-$74,999",I work a hybrid schedule (at least part of my week is remote),No,A few times a year,No,3,"Social media ads (Facebook, Instagram)",Friend / family referral,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""I'm aware it's possible but haven't seriously considered it"", ""Q0b"": 3, ""Q1"": 3, ""Q2"": 2, ""Q5_cost"": 4, ""Q5_hoa"": 2, ""Q5_permit"": 3, ""Q5_space"": 2, ""Q5_financing"": 3, ""Q5_quality"": 3, ""Q5_resale"": 3, ""Q7"": 4, ""Q9a"": 2, ""Q9b"": 3, ""Q10a"": 4, ""Q10b"": 4, ""Q11a"": 1, ""Q11b"": 1, ""Q12a"": 2, ""Q12b"": 3, ""Q13a"": 5, ""Q13b"": 4, ""Q15"": 5, ""Q16"": 4, ""Q17"": 4, ""Q19"": 1, ""Q3"": ""Children's playroom"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 5: Message-First"", ""Q18"": ""Installation speed"", ""Q21"": ""25-34"", ""Q22"": ""$50,000-$74,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""A few times a year"", ""Q26"": ""No"", ""Q30"": 3}"
S5_GPT-4.1-mini_6,GPT-4.1-mini,5,Budget-Conscious DIYer,"I'm not sure, but possibly",I'm aware it's possible but haven't seriously considered it,3,3,3,Children's playroom,5,2,2,3,4,4,3,Lack of financing options,4,2,3,3,2,2,2,1,3,4,4,Concept 5: Message-First,4,4,2,Installation speed,4,25-34,"$50,000-$74,999",I work a hybrid schedule (at least part of my week is remote),I'm not sure,A few times a year,No,3,Home improvement expos,Google / Search ads,2026-03-08T12:00:00+00:00,"{""S3"": ""I'm not sure, but possibly"", ""Q0a"": ""I'm aware it's possible but haven't seriously considered it"", ""Q0b"": 3, ""Q1"": 3, ""Q2"": 3, ""Q5_cost"": 5, ""Q5_hoa"": 2, ""Q5_permit"": 2, ""Q5_space"": 3, ""Q5_financing"": 4, ""Q5_quality"": 4, ""Q5_resale"": 3, ""Q7"": 4, ""Q9a"": 2, ""Q9b"": 3, ""Q10a"": 3, ""Q10b"": 2, ""Q11a"": 2, ""Q11b"": 2, ""Q12a"": 1, ""Q12b"": 3, ""Q13a"": 4, ""Q13b"": 4, ""Q15"": 4, ""Q16"": 4, ""Q17"": 2, ""Q19"": 4, ""Q3"": ""Children's playroom"", ""Q6"": ""Lack of financing options"", ""Q14"": ""Concept 5: Message-First"", ""Q18"": ""Installation speed"", ""Q21"": ""25-34"", ""Q22"": ""$50,000-$74,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""I'm not sure"", ""Q25"": ""A few times a year"", ""Q26"": ""No"", ""Q30"": 3}"
S1_Gemini-2.5-Flash_1,Gemini-2.5-Flash,1,Remote Professional,Yes,"Yes, I have thought about it but not researched it",3,3,3,Home office / remote workspace,3,3,2,2,2,1,2,HOA restrictions or community rules,4,4,4,3,2,4,4,3,3,3,5,Concept 1: Backyard Home Office,3,4,4,Permit-light positioning,2,25-34,"$150,000-$199,999",I work a hybrid schedule (at least part of my week is remote),No,About once a month,No,3,Google / Search ads,Friend / family referral,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 3, ""Q1"": 3, ""Q2"": 3, ""Q5_cost"": 3, ""Q5_hoa"": 3, ""Q5_permit"": 2, ""Q5_space"": 2, ""Q5_financing"": 2, ""Q5_quality"": 1, ""Q5_resale"": 2, ""Q7"": 4, ""Q9a"": 4, ""Q9b"": 4, ""Q10a"": 3, ""Q10b"": 2, ""Q11a"": 4, ""Q11b"": 4, ""Q12a"": 3, ""Q12b"": 3, ""Q13a"": 3, ""Q13b"": 5, ""Q15"": 3, ""Q16"": 4, ""Q17"": 4, ""Q19"": 2, ""Q3"": ""Home office / remote workspace"", ""Q6"": ""HOA restrictions or community rules"", ""Q14"": ""Concept 1: Backyard Home Office"", ""Q18"": ""Permit-light positioning"", ""Q21"": ""25-34"", ""Q22"": ""$150,000-$199,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""About once a month"", ""Q26"": ""No"", ""Q30"": 3}"
S1_Gemini-2.5-Flash_2,Gemini-2.5-Flash,1,Remote Professional,Yes,"Yes, I have thought about it but not researched it",3,4,3,"Creative studio (music, podcast, art)",3,2,3,2,2,2,4,HOA restrictions or community rules,2,4,4,2,2,2,1,3,2,4,4,Concept 5: Message-First,4,3,3,Permit-light positioning,3,35-44,"$150,000-$199,999",I work remotely full-time (5 days/week from home),Yes,About once a month,No,3,Google / Search ads,Friend / family referral,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 3, ""Q1"": 4, ""Q2"": 3, ""Q5_cost"": 3, ""Q5_hoa"": 2, ""Q5_permit"": 3, ""Q5_space"": 2, ""Q5_financing"": 2, ""Q5_quality"": 2, ""Q5_resale"": 4, ""Q7"": 2, ""Q9a"": 4, ""Q9b"": 4, ""Q10a"": 2, ""Q10b"": 2, ""Q11a"": 2, ""Q11b"": 1, ""Q12a"": 3, ""Q12b"": 2, ""Q13a"": 4, ""Q13b"": 4, ""Q15"": 4, ""Q16"": 3, ""Q17"": 3, ""Q19"": 3, ""Q3"": ""Creative studio (music, podcast, art)"", ""Q6"": ""HOA restrictions or community rules"", ""Q14"": ""Concept 5: Message-First"", ""Q18"": ""Permit-light positioning"", ""Q21"": ""35-44"", ""Q22"": ""$150,000-$199,999"", ""Q23"": ""I work remotely full-time (5 days/week from home)"", ""Q24"": ""Yes"", ""Q25"": ""About once a month"", ""Q26"": ""No"", ""Q30"": 3}"
S1_Gemini-2.5-Flash_3,Gemini-2.5-Flash,1,Remote Professional,Yes,"Yes, I have thought about it but not researched it",1,5,4,Home office / remote workspace,3,3,3,2,1,3,3,"The total cost (~$23,000)",5,5,2,4,4,1,3,3,2,2,3,Concept 1: Backyard Home Office,4,5,4,Permit-light positioning,4,25-34,"$150,000-$199,999",I work remotely full-time (5 days/week from home),Yes,About once a month,No,3,"Social media ads (Facebook, Instagram)",Home improvement expos,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 1, ""Q1"": 5, ""Q2"": 4, ""Q5_cost"": 3, ""Q5_hoa"": 3, ""Q5_permit"": 3, ""Q5_space"": 2, ""Q5_financing"": 1, ""Q5_quality"": 3, ""Q5_resale"": 3, ""Q7"": 5, ""Q9a"": 5, ""Q9b"": 2, ""Q10a"": 4, ""Q10b"": 4, ""Q11a"": 1, ""Q11b"": 3, ""Q12a"": 3, ""Q12b"": 2, ""Q13a"": 2, ""Q13b"": 3, ""Q15"": 4, ""Q16"": 5, ""Q17"": 4, ""Q19"": 4, ""Q3"": ""Home office / remote workspace"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 1: Backyard Home Office"", ""Q18"": ""Permit-light positioning"", ""Q21"": ""25-34"", ""Q22"": ""$150,000-$199,999"", ""Q23"": ""I work remotely full-time (5 days/week from home)"", ""Q24"": ""Yes"", ""Q25"": ""About once a month"", ""Q26"": ""No"", ""Q30"": 3}"
S1_Gemini-2.5-Flash_4,Gemini-2.5-Flash,1,Remote Professional,Yes,"Yes, I have thought about it but not researched it",5,3,3,Home office / remote workspace,1,3,3,1,2,3,1,"The total cost (~$23,000)",4,4,3,1,3,3,3,3,2,4,3,Concept 1: Backyard Home Office,5,2,5,Permit-light positioning,2,25-34,"$100,000-$149,999",I work a hybrid schedule (at least part of my week is remote),No,About once a month,No,3,"Social media ads (Facebook, Instagram)",Google / Search ads,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 5, ""Q1"": 3, ""Q2"": 3, ""Q5_cost"": 1, ""Q5_hoa"": 3, ""Q5_permit"": 3, ""Q5_space"": 1, ""Q5_financing"": 2, ""Q5_quality"": 3, ""Q5_resale"": 1, ""Q7"": 4, ""Q9a"": 4, ""Q9b"": 3, ""Q10a"": 1, ""Q10b"": 3, ""Q11a"": 3, ""Q11b"": 3, ""Q12a"": 3, ""Q12b"": 2, ""Q13a"": 4, ""Q13b"": 3, ""Q15"": 5, ""Q16"": 2, ""Q17"": 5, ""Q19"": 2, ""Q3"": ""Home office / remote workspace"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 1: Backyard Home Office"", ""Q18"": ""Permit-light positioning"", ""Q21"": ""25-34"", ""Q22"": ""$100,000-$149,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""About once a month"", ""Q26"": ""No"", ""Q30"": 3}"
S1_Gemini-2.5-Flash_5,Gemini-2.5-Flash,1,Remote Professional,Yes,"Yes, I have thought about it but not researched it",4,5,2,Home office / remote workspace,1,3,4,2,3,1,2,"The total cost (~$23,000)",4,4,4,5,1,3,2,2,2,4,4,Concept 5: Message-First,4,3,3,Build quality and details,3,35-44,"$100,000-$149,999",I work a hybrid schedule (at least part of my week is remote),No,About once a month,No,3,"Social media ads (Facebook, Instagram)",Google / Search ads,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 4, ""Q1"": 5, ""Q2"": 2, ""Q5_cost"": 1, ""Q5_hoa"": 3, ""Q5_permit"": 4, ""Q5_space"": 2, ""Q5_financing"": 3, ""Q5_quality"": 1, ""Q5_resale"": 2, ""Q7"": 4, ""Q9a"": 4, ""Q9b"": 4, ""Q10a"": 5, ""Q10b"": 1, ""Q11a"": 3, ""Q11b"": 2, ""Q12a"": 2, ""Q12b"": 2, ""Q13a"": 4, ""Q13b"": 4, ""Q15"": 4, ""Q16"": 3, ""Q17"": 3, ""Q19"": 3, ""Q3"": ""Home office / remote workspace"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 5: Message-First"", ""Q18"": ""Build quality and details"", ""Q21"": ""35-44"", ""Q22"": ""$100,000-$149,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""About once a month"", ""Q26"": ""No"", ""Q30"": 3}"
S1_Gemini-2.5-Flash_6,Gemini-2.5-Flash,1,Remote Professional,"I'm not sure, but possibly","Yes, I have thought about it but not researched it",3,4,4,Home office / remote workspace,2,3,4,3,2,2,2,HOA restrictions or community rules,4,4,3,3,2,2,4,2,2,4,4,Concept 5: Message-First,4,4,4,Permit-light positioning,3,35-44,"$100,000-$149,999",I work a hybrid schedule (at least part of my week is remote),No,About once a month,No,3,Google / Search ads,,2026-03-08T12:00:00+00:00,"{""S3"": ""I'm not sure, but possibly"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 3, ""Q1"": 4, ""Q2"": 4, ""Q5_cost"": 2, ""Q5_hoa"": 3, ""Q5_permit"": 4, ""Q5_space"": 3, ""Q5_financing"": 2, ""Q5_quality"": 2, ""Q5_resale"": 2, ""Q7"": 4, ""Q9a"": 4, ""Q9b"": 3, ""Q10a"": 3, ""Q10b"": 2, ""Q11a"": 2, ""Q11b"": 4, ""Q12a"": 2, ""Q12b"": 2, ""Q13a"": 4, ""Q13b"": 4, ""Q15"": 4, ""Q16"": 4, ""Q17"": 4, ""Q19"": 3, ""Q3"": ""Home office / remote workspace"", ""Q6"": ""HOA restrictions or community rules"", ""Q14"": ""Concept 5: Message-First"", ""Q18"": ""Permit-light positioning"", ""Q21"": ""35-44"", ""Q22"": ""$100,000-$149,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""About once a month"", ""Q26"": ""No"", ""Q30"": 3}"
S2_Gemini-2.5-Flash_1,Gemini-2.5-Flash,2,Active Adventurer,Yes,"Yes, I have thought about it but not researched it",3,3,3,"Adventure basecamp (gear storage, bike workshop, hangout space)",3,2,4,1,3,2,3,"The total cost (~$23,000)",5,3,2,1,2,2,3,4,4,4,3,Concept 3: Wellness / Studio Space,2,3,4,Build quality and details,4,35-44,"$100,000-$149,999",I work a hybrid schedule (at least part of my week is remote),No,Weekly or more,Yes,3,"Social media ads (Facebook, Instagram)",Outdoor club sponsorships / community events,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 3, ""Q1"": 3, ""Q2"": 3, ""Q5_cost"": 3, ""Q5_hoa"": 2, ""Q5_permit"": 4, ""Q5_space"": 1, ""Q5_financing"": 3, ""Q5_quality"": 2, ""Q5_resale"": 3, ""Q7"": 5, ""Q9a"": 3, ""Q9b"": 2, ""Q10a"": 1, ""Q10b"": 2, ""Q11a"": 2, ""Q11b"": 3, ""Q12a"": 4, ""Q12b"": 4, ""Q13a"": 4, ""Q13b"": 3, ""Q15"": 2, ""Q16"": 3, ""Q17"": 4, ""Q19"": 4, ""Q3"": ""Adventure basecamp (gear storage, bike workshop, hangout space)"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 3: Wellness / Studio Space"", ""Q18"": ""Build quality and details"", ""Q21"": ""35-44"", ""Q22"": ""$100,000-$149,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""Weekly or more"", ""Q26"": ""Yes"", ""Q30"": 3}"
S2_Gemini-2.5-Flash_2,Gemini-2.5-Flash,2,Active Adventurer,Yes,"Yes, I have thought about it but not researched it",2,1,2,"Adventure basecamp (gear storage, bike workshop, hangout space)",3,3,3,3,4,2,2,Lack of financing options,4,2,2,4,2,2,3,4,4,4,2,Concept 4: Adventure Lifestyle / Community,3,4,3,Installation speed,4,25-34,"$75,000-$99,999",I work on-site / in-person full-time,I'm not sure,Weekly or more,Yes,3,"Social media ads (Facebook, Instagram)",Outdoor club sponsorships / community events,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 2, ""Q1"": 1, ""Q2"": 2, ""Q5_cost"": 3, ""Q5_hoa"": 3, ""Q5_permit"": 3, ""Q5_space"": 3, ""Q5_financing"": 4, ""Q5_quality"": 2, ""Q5_resale"": 2, ""Q7"": 4, ""Q9a"": 2, ""Q9b"": 2, ""Q10a"": 4, ""Q10b"": 2, ""Q11a"": 2, ""Q11b"": 3, ""Q12a"": 4, ""Q12b"": 4, ""Q13a"": 4, ""Q13b"": 2, ""Q15"": 3, ""Q16"": 4, ""Q17"": 3, ""Q19"": 4, ""Q3"": ""Adventure basecamp (gear storage, bike workshop, hangout space)"", ""Q6"": ""Lack of financing options"", ""Q14"": ""Concept 4: Adventure Lifestyle / Community"", ""Q18"": ""Installation speed"", ""Q21"": ""25-34"", ""Q22"": ""$75,000-$99,999"", ""Q23"": ""I work on-site / in-person full-time"", ""Q24"": ""I'm not sure"", ""Q25"": ""Weekly or more"", ""Q26"": ""Yes"", ""Q30"": 3}"
S2_Gemini-2.5-Flash_3,Gemini-2.5-Flash,2,Active Adventurer,"I'm not sure, but possibly","No, I have never considered this",3,3,4,"Adventure basecamp (gear storage, bike workshop, hangout space)",4,4,2,4,3,1,3,"The total cost (~$23,000)",4,3,1,4,1,2,2,5,3,3,3,Concept 4: Adventure Lifestyle / Community,4,3,3,Permit-light positioning,4,25-34,"$100,000-$149,999",I work on-site / in-person full-time,No,Weekly or more,Yes,3,"Social media ads (Facebook, Instagram)",Friend / family referral,2026-03-08T12:00:00+00:00,"{""S3"": ""I'm not sure, but possibly"", ""Q0a"": ""No, I have never considered this"", ""Q0b"": 3, ""Q1"": 3, ""Q2"": 4, ""Q5_cost"": 4, ""Q5_hoa"": 4, ""Q5_permit"": 2, ""Q5_space"": 4, ""Q5_financing"": 3, ""Q5_quality"": 1, ""Q5_resale"": 3, ""Q7"": 4, ""Q9a"": 3, ""Q9b"": 1, ""Q10a"": 4, ""Q10b"": 1, ""Q11a"": 2, ""Q11b"": 2, ""Q12a"": 5, ""Q12b"": 3, ""Q13a"": 3, ""Q13b"": 3, ""Q15"": 4, ""Q16"": 3, ""Q17"": 3, ""Q19"": 4, ""Q3"": ""Adventure basecamp (gear storage, bike workshop, hangout space)"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 4: Adventure Lifestyle / Community"", ""Q18"": ""Permit-light positioning"", ""Q21"": ""25-34"", ""Q22"": ""$100,000-$149,999"", ""Q23"": ""I work on-site / in-person full-time"", ""Q24"": ""No"", ""Q25"": ""Weekly or more"", ""Q26"": ""Yes"", ""Q30"": 3}"
S2_Gemini-2.5-Flash_4,Gemini-2.5-Flash,2,Active Adventurer,Yes,"Yes, I have thought about it but not researched it",3,4,3,"Adventure basecamp (gear storage, bike workshop, hangout space)",3,3,1,2,3,1,1,Lack of financing options,3,3,3,2,2,3,3,4,3,4,2,Concept 3: Wellness / Studio Space,2,5,4,Build quality and details,4,25-34,"$75,000-$99,999",I work on-site / in-person full-time,No,Weekly or more,Yes,3,Outdoor club sponsorships / community events,"Social media ads (Facebook, Instagram)",2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 3, ""Q1"": 4, ""Q2"": 3, ""Q5_cost"": 3, ""Q5_hoa"": 3, ""Q5_permit"": 1, ""Q5_space"": 2, ""Q5_financing"": 3, ""Q5_quality"": 1, ""Q5_resale"": 1, ""Q7"": 3, ""Q9a"": 3, ""Q9b"": 3, ""Q10a"": 2, ""Q10b"": 2, ""Q11a"": 3, ""Q11b"": 3, ""Q12a"": 4, ""Q12b"": 3, ""Q13a"": 4, ""Q13b"": 2, ""Q15"": 2, ""Q16"": 5, ""Q17"": 4, ""Q19"": 4, ""Q3"": ""Adventure basecamp (gear storage, bike workshop, hangout space)"", ""Q6"": ""Lack of financing options"", ""Q14"": ""Concept 3: Wellness / Studio Space"", ""Q18"": ""Build quality and details"", ""Q21"": ""25-34"", ""Q22"": ""$75,000-$99,999"", ""Q23"": ""I work on-site / in-person full-time"", ""Q24"": ""No"", ""Q25"": ""Weekly or more"", ""Q26"": ""Yes"", ""Q30"": 3}"
S2_Gemini-2.5-Flash_5,Gemini-2.5-Flash,2,Active Adventurer,Yes,I'm aware it's possible but haven't seriously considered it,3,2,3,"Adventure basecamp (gear storage, bike workshop, hangout space)",4,3,4,3,4,1,3,Lack of financing options,3,2,3,3,2,2,2,4,3,3,1,Concept 4: Adventure Lifestyle / Community,4,3,3,Build quality and details,4,35-44,"$75,000-$99,999",I work on-site / in-person full-time,No,Weekly or more,Yes,3,Outdoor club sponsorships / community events,"Social media ads (Facebook, Instagram)",2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""I'm aware it's possible but haven't seriously considered it"", ""Q0b"": 3, ""Q1"": 2, ""Q2"": 3, ""Q5_cost"": 4, ""Q5_hoa"": 3, ""Q5_permit"": 4, ""Q5_space"": 3, ""Q5_financing"": 4, ""Q5_quality"": 1, ""Q5_resale"": 3, ""Q7"": 3, ""Q9a"": 2, ""Q9b"": 3, ""Q10a"": 3, ""Q10b"": 2, ""Q11a"": 2, ""Q11b"": 2, ""Q12a"": 4, ""Q12b"": 3, ""Q13a"": 3, ""Q13b"": 1, ""Q15"": 4, ""Q16"": 3, ""Q17"": 3, ""Q19"": 4, ""Q3"": ""Adventure basecamp (gear storage, bike workshop, hangout space)"", ""Q6"": ""Lack of financing options"", ""Q14"": ""Concept 4: Adventure Lifestyle / Community"", ""Q18"": ""Build quality and details"", ""Q21"": ""35-44"", ""Q22"": ""$75,000-$99,999"", ""Q23"": ""I work on-site / in-person full-time"", ""Q24"": ""No"", ""Q25"": ""Weekly or more"", ""Q26"": ""Yes"", ""Q30"": 3}"
S2_Gemini-2.5-Flash_6,Gemini-2.5-Flash,2,Active Adventurer,Yes,I'm aware it's possible but haven't seriously considered it,3,3,3,"Adventure basecamp (gear storage, bike workshop, hangout space)",5,3,3,2,3,2,2,"The total cost (~$23,000)",5,2,3,1,1,3,2,5,4,4,1,Concept 3: Wellness / Studio Space,2,4,5,Installation speed,5,25-34,"$75,000-$99,999",I work a hybrid schedule (at least part of my week is remote),No,Weekly or more,Yes,3,"Social media ads (Facebook, Instagram)",Friend / family referral,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""I'm aware it's possible but haven't seriously considered it"", ""Q0b"": 3, ""Q1"": 3, ""Q2"": 3, ""Q5_cost"": 5, ""Q5_hoa"": 3, ""Q5_permit"": 3, ""Q5_space"": 2, ""Q5_financing"": 3, ""Q5_quality"": 2, ""Q5_resale"": 2, ""Q7"": 5, ""Q9a"": 2, ""Q9b"": 3, ""Q10a"": 1, ""Q10b"": 1, ""Q11a"": 3, ""Q11b"": 2, ""Q12a"": 5, ""Q12b"": 4, ""Q13a"": 4, ""Q13b"": 1, ""Q15"": 2, ""Q16"": 4, ""Q17"": 5, ""Q19"": 5, ""Q3"": ""Adventure basecamp (gear storage, bike workshop, hangout space)"", ""Q6"": ""The total cost (~$23,000)"", ""Q14"": ""Concept 3: Wellness / Studio Space"", ""Q18"": ""Installation speed"", ""Q21"": ""25-34"", ""Q22"": ""$75,000-$99,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""Weekly or more"", ""Q26"": ""Yes"", ""Q30"": 3}"
S3_Gemini-2.5-Flash_1,Gemini-2.5-Flash,3,Wellness Seeker,Yes,"Yes, I have thought about it but not researched it",3,3,4,"Wellness studio (gym, yoga, meditation)",4,4,2,3,4,3,2,None — I have no significant concerns,3,4,3,3,2,5,4,2,1,2,2,Concept 1: Backyard Home Office,3,3,5,Build quality and details,3,45-54,"$100,000-$149,999",I work a hybrid schedule (at least part of my week is remote),No,2-3 times per month,No,3,Home improvement expos,Friend / family referral,2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""Yes, I have thought about it but not researched it"", ""Q0b"": 3, ""Q1"": 3, ""Q2"": 4, ""Q5_cost"": 4, ""Q5_hoa"": 4, ""Q5_permit"": 2, ""Q5_space"": 3, ""Q5_financing"": 4, ""Q5_quality"": 3, ""Q5_resale"": 2, ""Q7"": 3, ""Q9a"": 4, ""Q9b"": 3, ""Q10a"": 3, ""Q10b"": 2, ""Q11a"": 5, ""Q11b"": 4, ""Q12a"": 2, ""Q12b"": 1, ""Q13a"": 2, ""Q13b"": 2, ""Q15"": 3, ""Q16"": 3, ""Q17"": 5, ""Q19"": 3, ""Q3"": ""Wellness studio (gym, yoga, meditation)"", ""Q6"": ""None — I have no significant concerns"", ""Q14"": ""Concept 1: Backyard Home Office"", ""Q18"": ""Build quality and details"", ""Q21"": ""45-54"", ""Q22"": ""$100,000-$149,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""2-3 times per month"", ""Q26"": ""No"", ""Q30"": 3}"
S3_Gemini-2.5-Flash_2,Gemini-2.5-Flash,3,Wellness Seeker,Yes,I'm aware it's possible but haven't seriously considered it,2,4,3,"Wellness studio (gym, yoga, meditation)",4,3,3,2,1,4,3,None — I have no significant concerns,4,4,3,4,2,5,4,2,4,3,4,Concept 3: Wellness / Studio Space,4,3,5,Installation speed,2,35-44,"$150,000-$199,999",I work a hybrid schedule (at least part of my week is remote),No,2-3 times per month,No,3,Friend / family referral,"Social media ads (Facebook, Instagram)",2026-03-08T12:00:00+00:00,"{""S3"": ""Yes"", ""Q0a"": ""I'm aware it's possible but haven't seriously considered it"", ""Q0b"": 2, ""Q1"": 4, ""Q2"": 3, ""Q5_cost"": 4, ""Q5_hoa"": 3, ""Q5_permit"": 3, ""Q5_space"": 2, ""Q5_financing"": 1, ""Q5_quality"": 4, ""Q5_resale"": 3, ""Q7"": 4, ""Q9a"": 4, ""Q9b"": 3, ""Q10a"": 4, ""Q10b"": 2, ""Q11a"": 5, ""Q11b"": 4, ""Q12a"": 2, ""Q12b"": 4, ""Q13a"": 3, ""Q13b"": 4, ""Q15"": 4, ""Q16"": 3, ""Q17"": 5, ""Q19"": 2, ""Q3"": ""Wellness studio (gym, yoga, meditation)"", ""Q6"": ""None — I have no significant concerns"", ""Q14"": ""Concept 3: Wellness / Studio Space"", ""Q18"": ""Installation speed"", ""Q21"": ""35-44"", ""Q22"": ""$150,000-$199,999"", ""Q23"": ""I work a hybrid schedule (at least part of my week is remote)"", ""Q24"": ""No"", ""Q25"": ""2-3 times per month"", ""Q26"": ""No"", ""Q30"": 3}"
